"","X","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"76","NM_001013853",133.668863755604,-2.91866972854932,0.393852679427838,6.49583336978233e-15,9.00954994090468e-13
"79","NM_145677",2498.71322684635,-2.12200756508567,0.289060764649334,1.12842869351595e-14,1.48684585729395e-12
"80","NM_182824",705.067648491157,2.0831350749647,0.283488203759386,1.11565424876382e-14,1.48684585729395e-12
"82","NM_133572",216.462346427061,-1.96449536467739,0.27182817065375,2.74268678178934e-14,3.52569041059042e-12
"84","NM_031659",195.953313949063,2.68049657014814,0.372684142397664,3.22483268873698e-14,4.04678111571149e-12
"85","NM_053019",2539.85329396068,-1.54478203126743,0.213975847614777,3.30731611664862e-14,4.10146108065802e-12
"87","NM_030837",826.642157865508,1.54504354445572,0.215774313604543,5.48044982282576e-14,6.6401634002766e-12
"88","NM_019292",35428.1197939804,-2.10351380616948,0.297811474965376,8.62278846549038e-14,1.03287287744016e-11
"90","NM_013098",6245.61854137874,-2.09983682558385,0.299239645628695,1.12721588323982e-13,1.32022029169233e-11
"91","NM_021684",201.075200684906,2.51800530203584,0.35889893335695,1.46890908299735e-13,1.70151325756869e-11
"93","NM_001271152",4059.02796171086,-2.07321150622224,0.299495075407705,2.3868382170523e-13,2.70989855497582e-11
"95","NM_001106481",1368.83837343074,4.25650480184573,0.618789563178167,2.83219941283774e-13,3.14254884323396e-11
"96","NM_001044276",83.950985745128,-2.69599444581743,0.392724338971302,3.66428182044192e-13,4.02345777804982e-11
"97","NM_001134844",7221.92156270951,4.83243980319385,0.707278371756524,3.7620078371021e-13,4.08817779493745e-11
"98","NM_199118",1550.86321717202,1.8449904569405,0.269184152338143,4.27457972007568e-13,4.5977902887059e-11
"102","NM_001007738",96.3989849457501,-1.86517355027499,0.277031478556195,9.82475475357115e-13,1.0223082161319e-10
"105","NM_001271354",1379.06556936285,6.86494586057727,1.03294802286035,1.41066989789021e-12,1.41617822796769e-10
"109","NM_017353",391.806880442965,1.50092058964745,0.226911730340719,2.41070846404583e-12,2.33130990087221e-10
"111","NM_130407",476.5989330803,1.93556020485633,0.294555765372259,2.87205079704803e-12,2.72741328393543e-10
"115","NM_001109119",2045.49744435495,-2.23465399731169,0.346724640844911,5.99550992492546e-12,5.4539250900796e-10
"116","NM_012651",276.582149247198,-2.00162602243473,0.310423038597509,6.00185286452171e-12,5.4539250900796e-10
"117","NM_153621",73.7016635179906,-2.79633989932544,0.434986886139391,6.46794957675965e-12,5.82723559731824e-10
"118","NM_207615",113.283945310351,1.94231130286496,0.302749443250277,7.37897026669935e-12,6.59167165943032e-10
"121","NM_173293",900.257596967028,-1.80606477026306,0.284632704035741,1.23488904493104e-11,1.07578226633207e-09
"125","NM_053565",131.494276892578,1.7359468110127,0.277411913746465,2.45996075771954e-11,2.07443570776973e-09
"128","NM_013043",503.166785860997,-1.92897330048043,0.311722552767656,3.3515958323736e-11,2.76009153664454e-09
"129","NM_138912",7208.91905634498,-1.93266694805362,0.31289020681317,3.51503844735789e-11,2.87224963361237e-09
"130","NM_053823",214.746073523782,-1.66023442203528,0.268829809591667,3.93760945667357e-11,3.18685958638911e-09
"135","NM_001134519",106.841551319606,2.2960135083427,0.378085239429155,5.49539972290271e-11,4.29088951697166e-09
"138","NM_001025280",244.006585698709,-1.52095539573822,0.250493674868685,7.55710618993359e-11,5.77242437305e-09
"140","NM_031620",686.527765886617,2.14139164467799,0.358294111330899,1.17161220046181e-10,8.82140300361996e-09
"141","NM_001000750",62.1634534136165,-2.1111420373595,0.356267647140885,1.74717208874994e-10,1.3061660274832e-08
"143","NM_030838",195.3403314309,2.07917245782746,0.351815651093005,1.92768720298822e-10,1.42096159487405e-08
"154","NM_001009965",7896.40299255058,-3.37499866338001,0.590380575828194,4.79279372308063e-10,3.2805739373372e-08
"160","NM_001077640",801.160237249442,-1.87607812486082,0.330078180608889,7.03714808124611e-10,4.63616112027595e-08
"162","NM_001287624",278.847119127622,-1.57134429438713,0.276844720877412,8.284753522551e-10,5.39071523958087e-08
"163","NM_001012072",4736.07266836749,-1.68802020539813,0.298253911600464,8.58254004985664e-10,5.55021807764042e-08
"165","NM_001170562",68.725290495517,2.69360555559986,0.475613935423389,1.09509892949911e-09,6.99602291869702e-08
"167","NM_001037353",262.490264191299,-1.88226121228952,0.336290848672498,1.16790086555089e-09,7.37176228968379e-08
"175","NM_001191648",116.184881636596,1.50796120309587,0.269295054082551,1.55728864819349e-09,9.38021693749003e-08
"177","NM_001015012",689.627217595655,2.04255017963701,0.369139310764929,1.60452723650881e-09,9.55554892657594e-08
"179","NM_053769",1976.48601751046,-1.73395971032088,0.313381644277493,1.72098319448504e-09,1.01512823211984e-07
"186","NM_019157",65.9544305654409,2.58425196850789,0.476981156123061,2.9929289595041e-09,1.69615398721144e-07
"187","NM_183054",1098.48109487216,1.77275114415789,0.326515880977147,3.084505177345e-09,1.7387042285772e-07
"188","NM_001257095",8701.2079145089,-3.26933109686977,0.607955340806547,3.14502685597223e-09,1.76338979195762e-07
"190","NM_001109430",463.619850764097,-1.75422237075506,0.3242579409521,3.44484568406965e-09,1.91116412398832e-07
"199","NM_019232",40.8257382291596,-3.80819263499998,0.720406791102691,6.37941068430398e-09,3.36226840116241e-07
"204","NM_001109422",652.907680087276,1.74481395909798,0.331565678101975,8.04537861604037e-09,4.15717333292557e-07
"213","NM_139192",30140.0453202731,-3.99216644095756,0.779271883675445,1.14012354463994e-08,5.64227337279322e-07
"220","NM_001106284",39.0115416547925,2.65828500981414,0.52215030421267,1.92222990951034e-08,9.21010248915841e-07
"221","NM_001106299",22.5844100982689,-3.56417472274431,0.696176263067427,2.02899567719782e-08,9.67766671191957e-07
"222","NM_012603",661.434099323571,-1.61616172974975,0.318511901759471,2.22327904192945e-08,1.05565695409812e-06
"223","NM_012543",170.063314955425,5.49881392803281,1.10033927586146,2.33162829903236e-08,1.1021387399148e-06
"226","NM_001135868",436.933568679957,-2.00960138070261,0.399697361290847,2.47620830063834e-08,1.15494299544375e-06
"228","NM_001106849",129.959313566709,2.49953899091635,0.500405793341407,3.01091754218796e-08,1.39202113211418e-06
"230","NM_001105911",23.1891042272313,-2.72902960186063,0.544386742144241,3.34999222202037e-08,1.53201632628914e-06
"232","NM_017268",12932.4680914547,-1.60516951828879,0.321909465000204,3.44879671151835e-08,1.56697267828082e-06
"235","NM_001013886",25.293992915694,-3.28822457879302,0.662106237961892,4.1726871635857e-08,1.87167214431306e-06
"239","NM_023104",118.38785271707,-1.73348523524208,0.354122466733664,5.41316942096866e-08,2.38745685633601e-06
"241","NM_053881",391.976646043071,1.7660141247578,0.361984671632122,5.84563588906291e-08,2.55679866832416e-06
"245","NM_001025623",1377.5147968144,1.61978226914027,0.333124062841636,6.54365806519195e-08,2.81513482145518e-06
"250","NM_001009683",137.995454895827,-1.61109732297298,0.334286692769496,8.11008523460668e-08,3.41953633831956e-06
"267","NM_001013098",2225.21010505393,-3.1237457940763,0.67445836423658,1.43446032759295e-07,5.66316341316753e-06
"272","NM_001044770",19794.828883371,-1.63469692962925,0.353187810628352,1.58476846705961e-07,6.14156044532182e-06
"278","NM_012667",21.6315667962014,-3.13071128974801,0.672677030070396,1.96163871747588e-07,7.4379977413357e-06
"280","NM_012580",1619.98450873379,1.51767065294491,0.329316775624192,2.33804018471462e-07,8.80188628109886e-06
