"","X","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"288","NM_001033565",475.574974564239,-1.94105082731215,0.309088287260806,2.46587822660009e-11,9.20594537930702e-10
"290","NM_001010966",163.130769966304,-1.78373125670758,0.283443083291609,2.55584667927693e-11,9.4760218950295e-10
"291","NM_001047743",2639.75795339442,-1.55963927317521,0.247341844921315,2.64390462102895e-11,9.76881872347191e-10
"301","NM_001039002",280.7847031904,1.51846282394392,0.244261082664484,5.12601860763114e-11,1.82499841288907e-09
"302","NM_001109124",143.707820532212,1.5856269971276,0.255463507617118,5.1137412882329e-11,1.82499841288907e-09
"303","NM_031659",189.796550607908,2.29049648053746,0.373031152029855,5.34635117599336e-11,1.89716065492675e-09
"305","NM_001014063",5291.66273221643,-2.76839151627798,0.453812332413798,5.76381121227004e-11,2.03188518538779e-09
"308","NM_001107742",986.265241074199,-1.75864381329066,0.286135652779748,6.33625837647152e-11,2.21193019687733e-09
"312","NM_012541",13794.838662224,-1.7109962370191,0.281846199538204,7.97123466106383e-11,2.747010098582e-09
"314","NM_001109203",225.074864272393,2.23735468027225,0.368073788762918,8.2104819039788e-11,2.8114363513242e-09
"316","NM_001025144",102.162865876875,1.9388894998511,0.318573787951692,9.1813108216992e-11,3.12397006186423e-09
"320","NM_001106234",1367.27756817094,-1.91610945688816,0.316792341394765,1.06748298994909e-10,3.58674284622894e-09
"321","NM_017084",6317.99506139824,-1.86974893766587,0.308875689660136,1.08117645447591e-10,3.621435899852e-09
"322","NM_001047965",153.978630883229,-1.90574859290531,0.315091317072221,1.10575486611013e-10,3.6922597268373e-09
"323","NM_001008510",236.438161443325,1.76369011051977,0.29136566076886,1.11472680376443e-10,3.71069430157124e-09
"329","NM_033231",878.533831508715,-2.91669771165858,0.489568057981937,1.35308411689244e-10,4.42199405009956e-09
"330","NM_181084",968.83790900936,1.8794593445208,0.312347740215494,1.40340466318445e-10,4.57254755713917e-09
"332","NM_053307",500.605908044017,-1.61412033698517,0.267644040426675,1.45028238919639e-10,4.6968181471806e-09
"333","NM_001013853",127.32351473564,-2.76275481254501,0.464600260404794,1.5174509804207e-10,4.89823517670937e-09
"334","NM_001108498",69.5529331454785,2.10942019312659,0.350508061611106,1.52158719216976e-10,4.89823517670937e-09
"337","NM_172033",563.64813245654,-1.83824233521656,0.307321289615155,1.68233021131022e-10,5.36748202730193e-09
"342","NM_016991",1032.16669669596,-1.73124236818131,0.290342044740515,1.99013123985389e-10,6.25669330143539e-09
"343","NM_013215",8906.52299747534,2.76631770381182,0.467950650529805,2.04909310685558e-10,6.42327961659218e-09
"346","NM_001107331",25.2888646671519,-3.33718143745131,0.55982914629971,2.20465624325078e-10,6.8688717901456e-09
"349","NM_053019",2019.84492419798,-2.38166195567368,0.405179199256474,2.3794566896784e-10,7.3306356239032e-09
"353","NM_133428",16243.3838404495,-1.61398511195712,0.272540933814871,2.62089647529561e-10,7.98296852758596e-09
"356","NM_053365",105.580538874664,1.7480516040017,0.295797447693443,2.94523685286255e-10,8.89527714662308e-09
"357","NM_001024306",275.299303349346,1.57004399341713,0.26516061365885,2.96732029883513e-10,8.93687054707991e-09
"361","NM_001134873",579.96738916438,1.50119550639366,0.254102059253749,3.37352044496717e-10,1.00476708654535e-08
"362","NM_001106147",178.745587718183,3.04819472325046,0.523451570985211,3.4756718704115e-10,1.03233215333327e-08
"363","NM_001271251",197.492315044669,-1.88196457099499,0.321417653021668,3.55494375900466e-10,1.05007569496753e-08
"366","NM_053524",418.297312331573,-5.65088589872864,0.984572906137603,3.58548017103485e-10,1.05360606584254e-08
"372","NM_001127712",945.583606520679,-2.02496783469629,0.349460418315071,4.67235070667212e-10,1.35046007521878e-08
"373","NM_017080",12283.7127302197,-1.98611535219737,0.341926511773978,4.71407627610188e-10,1.35886724184041e-08
"374","NM_053687",1714.99382240277,-2.13985838508829,0.370075237957672,4.8064968135987e-10,1.38138423632635e-08
"386","NM_053445",12097.7004878358,-1.66404164866459,0.291049621838004,8.7722556883614e-10,2.44350500417776e-08
"388","NM_012959",210.014877397472,-3.17637619041341,0.563676426066722,9.05553519858136e-10,2.50941016636976e-08
